"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","Metabolites","Compound.ID","Super.Class","Class","Sub.Class","KEGG","level","group"
"275.14054.1",2.43264190046403e-71,0.573224755558106,0.618,0.475,1.86583633765591e-68,"275.14054","(2E,6E)-1-Hydroxy-2,6,10-farnesatrien-9-one;
2-Hydroxyacorenone;
Acorusnol;
10alpha-4,5-Seco-11-eudesmene-4,5-dione;
(4S)-Dihydrocurcumenone;
Calamensesquiterpinenol;
Curdione;
3-Hydroxy-1,10-bisaboladien-9-one;
Epilubimin;
7-Hydroxycostol;
Rishitinone;
4alpha,5alpha-Epoxy-11-eudesmen-3a-ol;
Isolubimin;
Aubergenone;
Apotrichothecene;
Cyperolone;
Tanavulgarol;
(3xi,7(11)Z)-7(11)-Copaene-4,12-diol;
Hernandulcin;
Curcumol;
Petasitolone;
Tuberonone","HMDB0030891;
HMDB0030916;
HMDB0030920;
HMDB0032681;
HMDB0033083;
HMDB0033104;
HMDB0034714;
HMDB0034722;
HMDB0035032;
HMDB0035040;
HMDB0035147;
HMDB0035301;
HMDB0035648;
HMDB0035827;
HMDB0036549;
HMDB0036680;
HMDB0036687;
HMDB0037393;
HMDB0037906;
HMDB0038122;
HMDB0038144;
HMDB0039688","Lipids and lipid-like molecules;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Prenol lipids;
Organooxygen compounds;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Organooxygen compounds;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Tetrahydrofurans;
Organooxygen compounds;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Organooxygen compounds;
Prenol lipids;
Prenol lipids","Sesquiterpenoids;
Carbonyl compounds;
Sesquiterpenoids;
Monoterpenoids;
Sesquiterpenoids;
Alcohols and polyols;
Sesquiterpenoids;
Sesquiterpenoids;
Sesquiterpenoids;
Sesquiterpenoids;
Sesquiterpenoids;
Sesquiterpenoids;
Sesquiterpenoids;
Sesquiterpenoids;
Unclassified;
Alcohols and polyols;
Sesquiterpenoids;
Sesquiterpenoids;
Sesquiterpenoids;
Carbonyl compounds;
Sesquiterpenoids;
Sesquiterpenoids",";
;
;
;
;
;
C17493;
;
;
;
;
;
;
;
;
C16946;
;
;
;
;
;
","*","pos"
"922.73297",6.78637355356189e-80,0.570786438890878,0.666,0.526,5.20514851558197e-77,"922.73297",NA,NA,NA,NA,NA,NA,NA,"pos"
"265.70539",6.11250563737783e-22,0.568649712870414,0.146,0.076,4.68829182386879e-19,"265.70539",NA,NA,NA,NA,NA,NA,NA,"pos"
"921.72872",2.29048972748239e-188,0.54517933718747,0.947,0.803,1.75680562097899e-185,"921.72872","PS(44:0)","HMDB0112538","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines",NA,"**","pos"
"429.23975.2",0,0.542903119840823,0.999,0.967,0,"429.23975","Irbesartan","HMDB0015163","Benzenoids","Benzene and substituted derivatives","Biphenyls and derivatives","C07469","**","pos"
"249.12513.1",1.18429891350889e-52,0.537930958325389,0.645,0.476,9.08357266661322e-50,"249.12513","Bis(ethylphenyl)ether","HMDB0249257","Benzenoids","Benzene and substituted derivatives","Unclassified",NA,"**","pos"
"217.12972.1",5.79812638902059e-30,0.531557851463884,0.362,0.255,4.44716294037879e-27,"217.12972","N-a-Acetyl-L-arginine","HMDB0004620","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,"*","pos"
"210.08887.1",0,0.52969551190208,1,1,0,"210.08887","2,3-Dihydro-5-(5-methyl-2-furanyl)-1H-pyrrolizine","HMDB0040012","Organoheterocyclic compounds","Pyrrolizines","Unclassified",NA,"**","pos"
"660.50438.1",1.26580637382617e-62,0.526923577992685,0.649,0.523,9.70873488724674e-60,"660.50438",NA,NA,NA,NA,NA,NA,NA,"pos"
"202.09219",2.30790801539197e-27,0.516829878523975,0.354,0.258,1.77016544780564e-24,"202.09219",NA,NA,NA,NA,NA,NA,NA,"pos"
"227.06804",7.16069922980289e-40,0.511072816556815,0.491,0.377,5.49225630925882e-37,"227.06804","Azelaic acid;
Nonate;
2,4-Dimethylpimelic acid;
3-Methylsuberic acid","HMDB0000784;
HMDB0011717;
HMDB0059760;
HMDB0059783","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates","C08261;
;
;
","*","pos"
"211.07315",1.69082054461837e-55,0.50757745024278,0.607,0.483,1.29685935772229e-52,"211.07315","Tetrahydrofurfuryl butyrate","HMDB0036188","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,"*","pos"
"150.97674",5.33698463467556e-104,0.504311960614261,0.814,0.686,4.09346721479615e-101,"150.97674","Potassium lactate","HMDB0303745","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives",NA,"*","pos"
"274.17055.1",3.2146415497374e-17,0.500719655227228,0.206,0.135,2.46563006864858e-14,"274.17055",NA,NA,NA,NA,NA,NA,NA,"pos"
"393.24004.1",1.49726637849287e-189,0.500457839746323,0.999,0.94,1.14840331230403e-186,"393.24004","CPA(16:0)","HMDB0007003","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates",NA,"**","pos"
"265.11994.1",3.2304144890558e-39,0.498770110057569,0.5,0.391,2.4777279131058e-36,"265.11994","Bisphenol B;
Dimethyl dimethoxy biphenyl","HMDB0245327;
HMDB0251384","Benzenoids;
Benzenoids","Benzene and substituted derivatives;
Benzene and substituted derivatives","Diphenylmethanes;
Biphenyls and derivatives","C14225;
","*","pos"
"187.07324.1",0,0.486120158131373,1,0.985,0,"187.07324","3-Hydroxy-4-phenylbutan-2-one","HMDB0032336","Benzenoids","Benzene and substituted derivatives","Unclassified",NA,"**","pos"
"313.21381",5.13655083663356e-21,0.482076207701392,0.314,0.23,3.93973449169794e-18,"313.21381","Androsterone;
Epiandrosterone;
Etiocholanolone;
Epietiocholanolone;
Dihydrotestosterone;
5-Androstenediol;
4-Androstenediol;
5b-Dihydrotestosterone","HMDB0000031;
HMDB0000365;
HMDB0000490;
HMDB0000546;
HMDB0002961;
HMDB0003818;
HMDB0005849;
HMDB0006770","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives","Androstane steroids;
Androstane steroids;
Androstane steroids;
Androstane steroids;
Androstane steroids;
Androstane steroids;
Androstane steroids;
Androstane steroids","C00523;
C07635;
C04373;
;
C03917;
C04295;
C14210;
C05293","*","pos"
"207.07799.2",1.30407048135189e-261,0.481391891526068,1,0.998,1.0002220591969e-258,"207.07799","Benzyl phenyl ether","HMDB0249075","Benzenoids","Phenol ethers","Unclassified",NA,"**","pos"
"325.17731",6.56090779054578e-137,0.47834668854506,0.9,0.778,5.03221627534861e-134,"325.17731","19-Hydroxyandrost-4-ene-3,17-dione;
7a-Hydroxyandrost-4-ene-3,17-dione;
11b-Hydroxyandrost-4-ene-3,17-dione;
Yucalexin B'11","HMDB0003955;
HMDB0006771;
HMDB0006773;
HMDB0036696","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Organic oxygen compounds","Steroids and steroid derivatives;
Steroids and steroid derivatives;
Oxazinanes;
Organooxygen compounds","Androstane steroids;
Androstane steroids;
Morpholines;
Alcohols and polyols","C05290;
C05296;
C07432;
","**","pos"
"241.08372",3.08111997847123e-163,0.474028009098443,0.961,0.851,2.36321902348743e-160,"241.08372","Sebacic acid;
2-Ethylsuberic acid;
Heptylmalonic acid;
3-Methylazelaic acid","HMDB0000792;
HMDB0059708;
HMDB0059719;
HMDB0059754","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates","C08277;
;
;
","*","pos"
"137.04581",5.37917989959955e-186,0.470980500314576,0.952,0.868,4.12583098299286e-183,"137.04581","Hypoxanthine","HMDB0000157","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","C00262","*","pos"
"530.40322.1",2.56394882857508e-183,0.469515216090221,0.972,0.901,1.96654875151709e-180,"530.40322",NA,NA,NA,NA,NA,NA,NA,"pos"
"331.20902.1",1.67035127692606e-53,0.467976703873958,0.619,0.507,1.28115942940229e-50,"331.20902","1,2,3-Tris(1-ethoxyethoxy)propane","HMDB0037162","Lipids and lipid-like molecules","Glycerolipids","Unclassified",NA,"*","pos"
"283.13051",3.65882356728996e-155,0.466403103128255,0.944,0.836,2.8063176761114e-152,"283.13051","10-Hydroxy-3-methoxy-1,3,5,7-cadinatetraen-9-one","HMDB0036456","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C09695","**","pos"
"281.11498",9.70353441845108e-20,0.464820141706825,0.319,0.241,7.44261089895198e-17,"281.11498","2-Carboxy-4-dodecanolide;
(3S,5R,6R,7E)-3,5,6-Trihydroxy-7-megastigmen-9-one","HMDB0030987;
HMDB0038736","Organoheterocyclic compounds;
Lipids and lipid-like molecules","Lactones;
Prenol lipids","Gamma butyrolactones;
Sesquiterpenoids",";
","*","pos"
"237.08880",3.88136777711353e-39,0.45968400451238,0.534,0.445,2.97700908504608e-36,"237.08880","4-(4-Methylcyclohexyl)-4-oxobutanoic acid","HMDB0253742","Organic acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives",NA,"*","pos"
"173.05762.1",4.25340185566153e-104,0.459163075411445,0.853,0.748,3.26235922329239e-101,"173.05762","4-Methyl-1-homopiperazinedithiocarboxylic acid","HMDB0252284","Organoheterocyclic compounds","Diazepanes","1,4-diazepanes",NA,"*","pos"
"923.74385.1",2.24632760348479e-137,0.459128874385654,0.954,0.823,1.72293327187283e-134,"923.74385","PA(50:0)","HMDB0115762","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates",NA,"**","pos"
"340.21188",3.31331316026935e-297,0.457546708299418,1,0.959,2.54131119392659e-294,"340.21188","Zeranol","HMDB0032702","Phenylpropanoids and polyketides","Macrolides and analogues","Unclassified","C14752","**","pos"
"225.08880.1",3.05323774800011e-110,0.455723209139477,0.887,0.774,2.34183335271609e-107,"225.08880","3-Oxodecanoic acid;
6-Methyl-2-methylene-6-octene-1,3,8-triol;
(1beta,2beta,5beta)-p-Menth-3-ene-1,2,5-triol;
(1R,2R,4R)-1,8-Epoxy-p-menthane-2,4-diol","HMDB0010724;
HMDB0038692;
HMDB0038978;
HMDB0041545","Organic acids and derivatives;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Keto acids and derivatives;
Fatty Acyls;
Prenol lipids;
Prenol lipids","Medium-chain keto acids and derivatives;
Fatty alcohols;
Monoterpenoids;
Monoterpenoids",";
;
;
","*","pos"
"233.02112.1",7.4475469835831e-38,0.455076017197358,0.546,0.45,5.71226853640824e-35,"233.02112","Ferulic acid;
(-)-trans-3,4-Dihydro-4,8-dihydroxy-3-methyl-1H-2-benzopyran-1-one;
Piperonyl acetate","HMDB0000954;
HMDB0030765;
HMDB0032614","Phenylpropanoids and polyketides;
Organoheterocyclic compounds;
Organoheterocyclic compounds","Cinnamic acids and derivatives;
Benzopyrans;
Benzodioxoles","Hydroxycinnamic acids and derivatives;
2-benzopyrans;
Unclassified","C01494;
;
","*","pos"
"307.04383.1",4.25082915103318e-118,0.443793978204867,0.876,0.781,3.26038595884245e-115,"307.04383","Inosine;
Allopurinol riboside;
Arabinosylhypoxanthine","HMDB0000195;
HMDB0000481;
HMDB0003040","Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues","Purine nucleosides;
Pyrazolo[3,4-d]pyrimidine glycosides;
Purine nucleosides","Unclassified;
Unclassified;
Unclassified","C00294;
;
","*","pos"
"212.08741",1.82124543235585e-18,0.441686650863583,0.327,0.258,1.39689524661694e-15,"212.08741","Benzo[c]phenanthridine","HMDB0246755","Organoheterocyclic compounds","Quinolines and derivatives","Benzoquinolines",NA,"*","pos"
"195.04195",1.69433418506473e-57,0.441201448234561,0.669,0.567,1.29955431994464e-54,"195.04195","8-Hydroxy-5,6-octadienoic acid;
2,5-Dimethyl-4-ethoxy-3(2H)-furanone","HMDB0031101;
HMDB0032232","Organic acids and derivatives;
Organoheterocyclic compounds","Hydroxy acids and derivatives;
Dihydrofurans","Medium-chain hydroxy acids and derivatives;
Furanones",";
","*","pos"
"253.08364",2.03419585361452e-46,0.440469350170331,0.614,0.513,1.56022821972234e-43,"253.08364","5-Hexyltetrahydro-2-oxo-3-furancarboxylic acid;
alpha-Carboxy-delta-decalactone;
2-Carboxy-5,7-dimethyl-4-octanolide","HMDB0030984;
HMDB0030985;
HMDB0030986","Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organoheterocyclic compounds","Lactones;
Lactones;
Lactones","Gamma butyrolactones;
Delta valerolactones;
Gamma butyrolactones",";
;
","*","pos"
"257.04216",1.69069374455987e-132,0.439978616506365,0.918,0.828,1.29676210207742e-129,"257.04216","Triacetin","HMDB0029592","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols",NA,"*","pos"
"364.96400",5.04640979476408e-106,0.439591550004601,0.856,0.751,3.87059631258405e-103,"364.96400",NA,NA,NA,NA,NA,NA,NA,"pos"
"366.96088",3.73632577286865e-108,0.438306701246913,0.878,0.775,2.86576186779026e-105,"366.96088","Chlorpyrifos","HMDB0041856","Organic acids and derivatives","Organic thiophosphoric acids and derivatives","Thiophosphoric acid esters","C14322","**","pos"
"197.05746.1",1.63806476299083e-24,0.436618569706887,0.427,0.348,1.25639567321397e-21,"197.05746","cis-4-Hydroxycyclohexylacetic acid;
trans-4-Hydroxycyclohexylacetic acid;
3-Oxooctanoic acid;
Tetrahydrofurfuryl propionate;
2-n-Propyl-4-oxopentanoic acid","HMDB0000451;
HMDB0000909;
HMDB0010721;
HMDB0031177;
HMDB0060683","Organic oxygen compounds;
Organic oxygen compounds;
Organic acids and derivatives;
Organoheterocyclic compounds;
Organic acids and derivatives","Organooxygen compounds;
Organooxygen compounds;
Keto acids and derivatives;
Tetrahydrofurans;
Keto acids and derivatives","Alcohols and polyols;
Alcohols and polyols;
Medium-chain keto acids and derivatives;
Unclassified;
Gamma-keto acids and derivatives",";
;
;
;
C16655","*","pos"
"529.40039",3.09304098498939e-265,0.43646636780365,1,0.992,2.37236243548686e-262,"529.40039","Panaxynol linoleate","HMDB0041177","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives",NA,"**","pos"
"267.09922",3.19493674582651e-112,0.432868771352941,0.895,0.792,2.45051648404893e-109,"267.09922","Batatasin III;
3-(1,1-Dimethylallyl)herniarin;
5-Hydroxy-2-(5-methyl-1-oxo-4-hexenyl)benzofuran;
Batatasin IV;
Encelin;
Glandulone B","HMDB0030636;
HMDB0030731;
HMDB0031925;
HMDB0032641;
HMDB0034723;
HMDB0038548","Phenylpropanoids and polyketides;
Phenylpropanoids and polyketides;
Organoheterocyclic compounds;
Phenylpropanoids and polyketides;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Stilbenes;
Coumarins and derivatives;
Benzofurans;
Stilbenes;
Prenol lipids;
Prenol lipids","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Terpene lactones;
Sesquiterpenoids",";
;
;
C10247;
C09404;
","*","pos"
"243.09931",1.17121442232341e-97,0.429889206244715,0.837,0.738,8.98321461922058e-95,"243.09931","(2xi,6xi)-7-Methyl-3-methylene-1,2,6,7-octanetetrol;
(2xi,3xi,6E)-3,7-Dimethyl-6-octene-1,2,3,8-tetrol;
3,7-Dimethyl-3-octene-1,2,6,7-tetrol;
(1alpha,2alpha,4betaH,6alpha,8R)-p-Menthane-2,6,8,9-tetrol;
(1S,2S,4R,8R)-p-Menthane-1,2,8,9-tetrol","HMDB0033217;
HMDB0033642;
HMDB0035133;
HMDB0039053;
HMDB0039974","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Prenol lipids;
Fatty Acyls;
Prenol lipids;
Prenol lipids","Fatty alcohols;
Monoterpenoids;
Fatty alcohols;
Monoterpenoids;
Monoterpenoids",";
;
;
;
","*","pos"
"203.22320.1",6.79225903007761e-201,0.425048995431984,0.997,0.941,5.20966267606953e-198,"203.22320","Spermine","HMDB0001256","Organic nitrogen compounds","Organonitrogen compounds","Amines","C00750","**","pos"
"145.02627",3.02949863709773e-185,0.423918006116747,0.989,0.928,2.32362545465396e-182,"145.02627","1-Piperazinecarbodithioic acid","HMDB0038379","Organoheterocyclic compounds","Diazinanes","Piperazines",NA,"*","pos"
"273.10991",2.80685245587314e-38,0.423441909318858,0.563,0.475,2.1528558336547e-35,"273.10991","Ubiquinone-1","HMDB0002012","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","C00399","*","pos"
"215.06810",3.02271136057688e-84,0.421476248927155,0.805,0.711,2.31841961356247e-81,"215.06810","METALDEHYDE","HMDB0254499","Organic oxygen compounds","Organooxygen compounds","Ethers","C18744","*","pos"
"251.10447",1.56571118946909e-17,0.41841865585763,0.369,0.309,1.20090048232279e-14,"251.10447","Cucurbic acid;
Dihydrojasmonic acid;
Vulgarole;
Traumatin","HMDB0029388;
HMDB0033601;
HMDB0035085;
HMDB0037326","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Prenol lipids;
Fatty Acyls","Lineolic acids and derivatives;
Lineolic acids and derivatives;
Monoterpenoids;
Fatty acids and conjugates",";
;
;
C16309","*","pos"
"269.11492",2.53598527880676e-41,0.416580795399988,0.602,0.513,1.94510070884478e-38,"269.11492","Bis(1-methylethyl) hexanedioate;
Dipropyl hexanedioate","HMDB0041613;
HMDB0041614","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls","Fatty acid esters;
Fatty acid esters","C14523;
","*","pos"
"223.07320.1",4.25547417168468e-221,0.415550469332363,0.999,0.961,3.26394868968215e-218,"223.07320","(Z)-3-(1-Butenyl)-1H-2-benzopyran-1-one;
Safynol","HMDB0030646;
HMDB0036460","Phenylpropanoids and polyketides;
Lipids and lipid-like molecules","Isocoumarins and derivatives;
Fatty Acyls","Unclassified;
Fatty alcohols",";
C08458","**","pos"
"209.05759",5.31427132733841e-167,0.415121714080257,0.978,0.907,4.07604610806856e-164,"209.05759","1,4-Ipomeadiol","HMDB0030471","Organoheterocyclic compounds","Heteroaromatic compounds","Unclassified",NA,"*","pos"
"219.02662",2.27472895623505e-13,0.412394745137175,0.249,0.188,1.74471710943228e-10,"219.02662","D-Glucose;
D-Galactose;
D-Mannose;
myo-Inositol;
D-Fructose;
Allose;
L-Sorbose;
alpha-D-Glucose;
beta-D-Galactose;
Dihydroxyacetone (dimer)","HMDB0000122;
HMDB0000143;
HMDB0000169;
HMDB0000211;
HMDB0000660;
HMDB0001151;
HMDB0001266;
HMDB0003345;
HMDB0003449;
HMDB0032222","Organic oxygen compounds;
Organic oxygen compounds;
Organic oxygen compounds;
Organic oxygen compounds;
Organic oxygen compounds;
Organic oxygen compounds;
Organic oxygen compounds;
Organic oxygen compounds;
Organic oxygen compounds;
Organoheterocyclic compounds","Organooxygen compounds;
Organooxygen compounds;
Organooxygen compounds;
Organooxygen compounds;
Organooxygen compounds;
Organooxygen compounds;
Organooxygen compounds;
Organooxygen compounds;
Organooxygen compounds;
Dioxanes","Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates;
Alcohols and polyols;
Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates;
1,4-dioxanes","C00221;
C00984;
C00936;
C00137;
C02336;
C01487;
C08356;
C00267;
C00962;
","*","pos"
