	proteomics	transcriptome	color	pathway
gobp_positive_regulation_of_cell_size	-0.204299703	-4.570593855	others	gobp_positive_regulation_of_cell_size
gobp_positive_regulation_of_cell_substrate_adhesion	-3.735006848	-5.010660062	others	gobp_positive_regulation_of_cell_substrate_adhesion
gobp_positive_regulation_of_cell_substrate_junction_organization	-4.550541169	-8.529756314	others	gobp_positive_regulation_of_cell_substrate_junction_organization
gobp_positive_regulation_of_cellular_amide_metabolic_process	0.747461118	2.321023326	others	gobp_positive_regulation_of_cellular_amide_metabolic_process
gobp_positive_regulation_of_cellular_amine_metabolic_process	-0.165398037	2.61685795	others	gobp_positive_regulation_of_cellular_amine_metabolic_process
gobp_positive_regulation_of_cellular_biosynthetic_process	0.166338157	-3.527321532	others	gobp_positive_regulation_of_cellular_biosynthetic_process
gobp_positive_regulation_of_cellular_carbohydrate_metabolic_process	-2.04903279	-3.364596335	others	gobp_positive_regulation_of_cellular_carbohydrate_metabolic_process
gobp_positive_regulation_of_cellular_component_biogenesis	-2.385459666	-3.700612506	others	gobp_positive_regulation_of_cellular_component_biogenesis
gobp_positive_regulation_of_cellular_component_organization	-1.714240468	-3.553171185	others	gobp_positive_regulation_of_cellular_component_organization
gobp_positive_regulation_of_cellular_extravasation	-3.071206362	-2.863657836	others	gobp_positive_regulation_of_cellular_extravasation
gobp_positive_regulation_of_cellular_ph_reduction	-1.038330124	-3.708566368	others	gobp_positive_regulation_of_cellular_ph_reduction
gobp_positive_regulation_of_cellular_protein_catabolic_process	0.238260685	-0.974405311	others	gobp_positive_regulation_of_cellular_protein_catabolic_process
gobp_positive_regulation_of_cellular_respiration	1.032642192	2.357571458	others	gobp_positive_regulation_of_cellular_respiration
gobp_positive_regulation_of_cellular_response_to_insulin_stimulus	-0.405323531	-0.825832947	others	gobp_positive_regulation_of_cellular_response_to_insulin_stimulus
gobp_positive_regulation_of_cellular_response_to_transforming_growth_factor_beta_stimulus	-4.188065352	-8.280197865	others	gobp_positive_regulation_of_cellular_response_to_transforming_growth_factor_beta_stimulus
gobp_positive_regulation_of_centriole_elongation	1.189771547	3.050969521	others	gobp_positive_regulation_of_centriole_elongation
gobp_positive_regulation_of_centriole_replication	2.265245974	4.800426491	others	gobp_positive_regulation_of_centriole_replication
gobp_positive_regulation_of_cerebellar_granule_cell_precursor_proliferation	-0.588133902	-1.018372182	others	gobp_positive_regulation_of_cerebellar_granule_cell_precursor_proliferation
gobp_positive_regulation_of_cgmp_mediated_signaling	-1.144969056	-3.11322507	others	gobp_positive_regulation_of_cgmp_mediated_signaling
gobp_positive_regulation_of_chemokine_c_c_motif_ligand_5_production	1.167155726	0.776330567	others	gobp_positive_regulation_of_chemokine_c_c_motif_ligand_5_production
gobp_positive_regulation_of_chemokine_c_x_c_motif_ligand_1_production	-2.293454238	0.434549855	others	gobp_positive_regulation_of_chemokine_c_x_c_motif_ligand_1_production
gobp_positive_regulation_of_chemokine_c_x_c_motif_ligand_2_production	3.1303865	0.479760548	others	gobp_positive_regulation_of_chemokine_c_x_c_motif_ligand_2_production
gobp_positive_regulation_of_chemokine_production	0.846040329	4.173491664	others	gobp_positive_regulation_of_chemokine_production
gobp_positive_regulation_of_chemotaxis	-2.263752407	-0.615783094	others	gobp_positive_regulation_of_chemotaxis
gobp_positive_regulation_of_cholesterol_biosynthetic_process	0.442301159	-2.711640809	others	gobp_positive_regulation_of_cholesterol_biosynthetic_process
gobp_positive_regulation_of_cholesterol_efflux	-2.111081719	-0.34365188	others	gobp_positive_regulation_of_cholesterol_efflux
gobp_positive_regulation_of_cholesterol_esterification	-0.697995282	2.819210334	others	gobp_positive_regulation_of_cholesterol_esterification
gobp_positive_regulation_of_cholesterol_metabolic_process	0.02531155	-3.424321	others	gobp_positive_regulation_of_cholesterol_metabolic_process
gobp_positive_regulation_of_cholesterol_storage	-0.942926866	-0.226041337	others	gobp_positive_regulation_of_cholesterol_storage
gobp_positive_regulation_of_chondrocyte_differentiation	-1.014755923	-7.581589715	others	gobp_positive_regulation_of_chondrocyte_differentiation
gobp_positive_regulation_of_chondrocyte_proliferation	1.462228541	-0.551792884	others	gobp_positive_regulation_of_chondrocyte_proliferation
gobp_positive_regulation_of_chromatin_binding	0.526864358	-2.502469366	others	gobp_positive_regulation_of_chromatin_binding
gobp_positive_regulation_of_chromatin_organization	0.918702552	0.215391642	others	gobp_positive_regulation_of_chromatin_organization
gobp_positive_regulation_of_chromosome_condensation	-0.993577487	3.736257776	others	gobp_positive_regulation_of_chromosome_condensation
gobp_positive_regulation_of_chromosome_organization	1.00045343	3.203545255	others	gobp_positive_regulation_of_chromosome_organization
gobp_positive_regulation_of_chromosome_segregation	-0.666751633	1.780812843	others	gobp_positive_regulation_of_chromosome_segregation
gobp_positive_regulation_of_chromosome_separation	1.216608087	5.149273438	others	gobp_positive_regulation_of_chromosome_separation
gobp_positive_regulation_of_cilium_assembly	-0.031003326	1.036776827	others	gobp_positive_regulation_of_cilium_assembly
gobp_positive_regulation_of_cilium_movement	0.141242698	1.665016454	others	gobp_positive_regulation_of_cilium_movement
gobp_positive_regulation_of_circadian_rhythm	1.787472354	0.220732223	others	gobp_positive_regulation_of_circadian_rhythm
gobp_positive_regulation_of_clathrin_dependent_endocytosis	0.92072461	-1.221299111	others	gobp_positive_regulation_of_clathrin_dependent_endocytosis
gobp_positive_regulation_of_coagulation	-3.264910974	-2.974867812	others	gobp_positive_regulation_of_coagulation
gobp_positive_regulation_of_cold_induced_thermogenesis	-2.093551184	-0.077777706	others	gobp_positive_regulation_of_cold_induced_thermogenesis
gobp_positive_regulation_of_collagen_metabolic_process	-3.828439289	-5.079861966	others	gobp_positive_regulation_of_collagen_metabolic_process
gobp_positive_regulation_of_collateral_sprouting	-0.303047369	0.614174746	others	gobp_positive_regulation_of_collateral_sprouting
gobp_positive_regulation_of_complement_activation	0.774802067	3.056143728	others	gobp_positive_regulation_of_complement_activation
gobp_positive_regulation_of_connective_tissue_replacement	-1.642154582	-3.878064702	others	gobp_positive_regulation_of_connective_tissue_replacement
gobp_positive_regulation_of_corticosteroid_hormone_secretion	-1.1325433	-2.292840632	others	gobp_positive_regulation_of_corticosteroid_hormone_secretion
gobp_positive_regulation_of_creb_transcription_factor_activity	-2.087346411	-1.810969113	others	gobp_positive_regulation_of_creb_transcription_factor_activity
gobp_positive_regulation_of_cyclase_activity	-1.282496293	-6.835709487	others	gobp_positive_regulation_of_cyclase_activity
gobp_positive_regulation_of_cyclic_nucleotide_phosphodiesterase_activity	0.445879337	-0.239009179	others	gobp_positive_regulation_of_cyclic_nucleotide_phosphodiesterase_activity
gobp_positive_regulation_of_cyclin_dependent_protein_kinase_activity	-0.870906803	-3.839649977	others	gobp_positive_regulation_of_cyclin_dependent_protein_kinase_activity
gobp_positive_regulation_of_cysteine_type_endopeptidase_activity	2.809682079	2.297596891	others	gobp_positive_regulation_of_cysteine_type_endopeptidase_activity
gobp_positive_regulation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_signaling_pathway	-0.099622794	1.91923022	others	gobp_positive_regulation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_signaling_pathway
gobp_positive_regulation_of_cytokine_production	2.408112713	4.338683612	others	gobp_positive_regulation_of_cytokine_production
gobp_positive_regulation_of_cytokine_production_involved_in_immune_response	3.267574733	5.050460237	others	gobp_positive_regulation_of_cytokine_production_involved_in_immune_response
gobp_positive_regulation_of_cytokine_production_involved_in_inflammatory_response	-0.425585399	5.008814702	others	gobp_positive_regulation_of_cytokine_production_involved_in_inflammatory_response
gobp_positive_regulation_of_cytokinesis	-0.111372934	1.195809863	others	gobp_positive_regulation_of_cytokinesis
gobp_positive_regulation_of_cytoplasmic_translation	1.674638403	1.469375342	others	gobp_positive_regulation_of_cytoplasmic_translation
gobp_positive_regulation_of_cytoplasmic_transport	-2.378620736	-2.951753177	others	gobp_positive_regulation_of_cytoplasmic_transport
gobp_positive_regulation_of_cytoskeleton_organization	-1.164471459	-6.089047296	others	gobp_positive_regulation_of_cytoskeleton_organization
gobp_positive_regulation_of_deacetylase_activity	-2.153965724	-4.941166099	others	gobp_positive_regulation_of_deacetylase_activity
gobp_positive_regulation_of_defense_response	1.473219374	5.130807763	others	gobp_positive_regulation_of_defense_response
gobp_positive_regulation_of_defense_response_to_bacterium	-0.535130587	0.763111344	others	gobp_positive_regulation_of_defense_response_to_bacterium
gobp_positive_regulation_of_defense_response_to_virus_by_host	2.680222478	8.489811431	others	gobp_positive_regulation_of_defense_response_to_virus_by_host
gobp_positive_regulation_of_dendrite_development	-0.616500194	-0.925271154	others	gobp_positive_regulation_of_dendrite_development
gobp_positive_regulation_of_dendrite_morphogenesis	0.160241608	-2.020164995	others	gobp_positive_regulation_of_dendrite_morphogenesis
gobp_positive_regulation_of_dendritic_cell_antigen_processing_and_presentation	4.105758614	1.350269009	others	gobp_positive_regulation_of_dendritic_cell_antigen_processing_and_presentation
gobp_positive_regulation_of_dendritic_cell_cytokine_production	1.226147145	3.645056525	others	gobp_positive_regulation_of_dendritic_cell_cytokine_production
gobp_positive_regulation_of_dendritic_cell_differentiation	0.975700044	-4.007867728	others	gobp_positive_regulation_of_dendritic_cell_differentiation
gobp_positive_regulation_of_dendritic_spine_development	-0.340990023	0.793691446	others	gobp_positive_regulation_of_dendritic_spine_development
gobp_positive_regulation_of_dendritic_spine_morphogenesis	0.596608247	1.074884537	others	gobp_positive_regulation_of_dendritic_spine_morphogenesis
gobp_positive_regulation_of_deoxyribonuclease_activity	1.910184336	1.721678124	others	gobp_positive_regulation_of_deoxyribonuclease_activity
gobp_positive_regulation_of_dephosphorylation	-3.070942222	-2.637940357	others	gobp_positive_regulation_of_dephosphorylation
gobp_positive_regulation_of_developmental_growth	-2.188842661	-7.573768632	others	gobp_positive_regulation_of_developmental_growth
gobp_positive_regulation_of_developmental_pigmentation	0.640642784	-1.879309826	others	gobp_positive_regulation_of_developmental_pigmentation
gobp_positive_regulation_of_developmental_process	-2.55250313	-4.119520698	others	gobp_positive_regulation_of_developmental_process
gobp_positive_regulation_of_digestive_system_process	-1.55004667	1.51218991	others	gobp_positive_regulation_of_digestive_system_process
gobp_positive_regulation_of_dna_binding	-1.985361729	-1.608634646	others	gobp_positive_regulation_of_dna_binding
gobp_positive_regulation_of_dna_binding_transcription_factor_activity	1.393276412	1.016825579	others	gobp_positive_regulation_of_dna_binding_transcription_factor_activity
gobp_positive_regulation_of_dna_biosynthetic_process	1.329820162	0.329527718	others	gobp_positive_regulation_of_dna_biosynthetic_process
gobp_positive_regulation_of_dna_catabolic_process	-0.574177149	-0.190791885	others	gobp_positive_regulation_of_dna_catabolic_process
gobp_positive_regulation_of_dna_damage_response_signal_transduction_by_p53_class_mediator	-1.218771712	-2.20139846	others	gobp_positive_regulation_of_dna_damage_response_signal_transduction_by_p53_class_mediator
gobp_positive_regulation_of_dna_demethylation	0.968461757	5.185196423	others	gobp_positive_regulation_of_dna_demethylation
gobp_positive_regulation_of_dna_dependent_dna_replication	-0.359809099	-0.414326838	others	gobp_positive_regulation_of_dna_dependent_dna_replication
gobp_positive_regulation_of_dna_ligation	0.128759381	-0.058866476	others	gobp_positive_regulation_of_dna_ligation
gobp_positive_regulation_of_dna_metabolic_process	1.221144053	2.756373814	others	gobp_positive_regulation_of_dna_metabolic_process
gobp_positive_regulation_of_dna_methylation_dependent_heterochromatin_assembly	0.719511396	2.610575665	others	gobp_positive_regulation_of_dna_methylation_dependent_heterochromatin_assembly
gobp_positive_regulation_of_dna_recombination	1.295314697	4.349598598	others	gobp_positive_regulation_of_dna_recombination
gobp_positive_regulation_of_dna_repair	0.86242435	3.700022487	others	gobp_positive_regulation_of_dna_repair
gobp_positive_regulation_of_dna_replication	-0.052952049	-1.61405464	others	gobp_positive_regulation_of_dna_replication
gobp_positive_regulation_of_dna_templated_transcription_elongation	-0.987255332	0.094232313	others	gobp_positive_regulation_of_dna_templated_transcription_elongation
gobp_positive_regulation_of_dna_templated_transcription_initiation	0.426538311	-0.377504521	others	gobp_positive_regulation_of_dna_templated_transcription_initiation
gobp_positive_regulation_of_dopamine_receptor_signaling_pathway	-0.192163917	-0.579106176	others	gobp_positive_regulation_of_dopamine_receptor_signaling_pathway
gobp_positive_regulation_of_dopamine_secretion	-0.861741293	-4.608878467	others	gobp_positive_regulation_of_dopamine_secretion
gobp_positive_regulation_of_double_strand_break_repair	0.707509471	4.410565522	others	gobp_positive_regulation_of_double_strand_break_repair
gobp_positive_regulation_of_double_strand_break_repair_via_homologous_recombination	2.046841718	3.495646994	others	gobp_positive_regulation_of_double_strand_break_repair_via_homologous_recombination
gobp_positive_regulation_of_double_strand_break_repair_via_nonhomologous_end_joining	0.21862351	4.006364405	others	gobp_positive_regulation_of_double_strand_break_repair_via_nonhomologous_end_joining
gobp_positive_regulation_of_early_endosome_to_late_endosome_transport	-1.10765205	-1.302109778	others	gobp_positive_regulation_of_early_endosome_to_late_endosome_transport
gobp_positive_regulation_of_embryonic_development	0.550739501	-0.527122794	others	gobp_positive_regulation_of_embryonic_development
gobp_positive_regulation_of_enamel_mineralization	1.846526465	-0.59417426	others	gobp_positive_regulation_of_enamel_mineralization
gobp_positive_regulation_of_endocytic_recycling	-0.370529186	2.932180078	others	gobp_positive_regulation_of_endocytic_recycling
gobp_positive_regulation_of_endocytosis	-0.853218837	-3.103084731	others	gobp_positive_regulation_of_endocytosis
